Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
Life Biosciences,$1M to $10M,"Biotechnology, Life Science","Boston, Massachusetts, United States",11019,2017-01-01,11-50,Series C,Private,Late Stage Venture,2022-01-05,82000000.0,206774925.0,Series C,4,82000000.0,206774925.0,"Longevitytech.fund, Alpha Wave Ventures, LeFrak, Apple Core Holdings, George Godula",6.0,US,5500000.0,2017.0,Boston,United States,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,18.22222981742365,18.22222981742365,1290,15.520258832020865,19.147141445665262,19.147141445665262,3.449987545831587,7.1631723908466425
defi SOLUTIONS,$50M to $100M,"Financial Services, FinTech, SaaS, Software","West Lake Hills, Texas, United States",11027,2012-01-01,501-1000,Series C,Private,Late Stage Venture,2018-01-19,55000000.0,55534000.0,Series C,2,55000000.0,55534000.0,Bain Capital Ventures,1.0,US,75000000.0,2012.0,West Lake Hills,United States,750.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Apps, Family",17.822843761378564,17.822843761378564,2737,18.132998684833918,17.832506021765756,17.832506021765756,6.622071209193029,7.914983005848394
Attovia Therapeutics,$10M to $50M,"Biotechnology, Health Care, Medical, Therapeutics","San Carlos, California, United States",11176,2023-01-01,11-50,Series C,Private,Late Stage Venture,2025-04-15,90000000.0,255000000.0,Series C,3,90000000.0,255000000.0,"Cormorant Asset Management, Redmile Group, Illumina Ventures, Vida Ventures, Frazier Life Sciences",14.0,US,24415268.28490022,2023.0,San Carlos,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.31532023940565,18.31532023940565,94,17.010719284903054,19.35677410704427,19.35677410704427,3.449987545831587,4.553876891600541
Lycia Therapeutics,$1M to $10M,"Biotechnology, Health Care, Life Science","South San Francisco, California, United States",11286,2019-01-01,11-50,Series C,Private,Late Stage Venture,2024-05-13,106600000.0,226600000.0,Series C,3,106600000.0,226600000.0,"Blue Owl, Eli Lilly, Franklin Templeton, Redmile Group, RTW Investments",12.0,US,5500000.0,2019.0,South San Francisco,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.48459407907688,18.48459407907688,431,15.520258832020865,19.238696910971242,19.238696910971242,3.449987545831587,6.068425588244111
Syllable,Less than $1M,"Artificial Intelligence (AI), Finance, Health Care, Software, Technical Support","Mountain View, California, United States",11316,2017-01-01,11-50,Series C,Private,Late Stage Venture,2022-02-07,40000000.0,82014517.0,Series C,4,40000000.0,82014517.0,"Khosla Ventures, New Enterprise Associates, S32, Verily, Oak HC/FT",9.0,US,500000.0,2017.0,Mountain View,United States,30.5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finance, Apps, Health Insurance, Enterprise",17.50439003707821,17.50439003707821,1257,13.122365377402328,18.22240683833773,18.22240683833773,3.449987545831587,7.1372784372603855
Tyme Group,$100M to $500M,"Banking, Financial Services, FinTech","Singapore, Central Region, Singapore",3136,2018-11-01,501-1000,Series D,Private,Late Stage Venture,2024-12-17,250000000.0,566844357.0,Series D,7,250000000.0,566844357.0,"Endeavor Catalyst, Tencent, Apis Partners, Bossa Invest, Blue Earth Capital",18.0,ASIAN,300000000.0,2018.0,Singapore,Singapore,750.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering",19.33697147982652,19.33697147982652,213,19.519293035953808,20.15559532312793,20.15559532312793,6.622071209193029,5.365976015021851
Alodokter,$100M to $500M,"Health Care, Internet, Medical, Wellness","Jakarta, Jakarta Raya, Indonesia",14461,2014-07-01,251-500,Series D,Private,Late Stage Venture,2024-02-21,5200000.0,53300000.0,Series D,9,5200000.0,53300000.0,"500 Global, Golden Gate Ventures, SBVA, MDI Ventures, Pegasus Tech Ventures",16.0,ASIAN,300000000.0,2014.0,Jakarta,Indonesia,375.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Internet, Health Insurance, Medical",15.46416937585933,15.46416937585933,513,19.519293035953808,17.7914469078978,17.7914469078978,5.930918047239948,6.2422232654551655
Ralali,$1M to $10M,"E-Commerce, Marketplace, Retail, Shopping","Tangerang, Jawa Barat, Indonesia",21133,2013-07-01,101-250,Series D,Private,Late Stage Venture,2022-09-19,2000000.0,35358562.0,Series D,6,2000000.0,35358562.0,"TNB Aura, East Ventures, CyberAgent Capital, Qualgro VC, Arbor Ventures",13.0,ASIAN,5500000.0,2013.0,Tangerang,Indonesia,175.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sales,14.508658238524095,14.508658238524095,1033,15.520258832020865,17.381051155767654,17.381051155767654,5.173320876373351,6.9411900550683745
Crunchbase,$100M to $500M,"Artificial Intelligence (AI), Big Data, Business Intelligence, Database, Information Services, Lead Generation, Software","San Francisco, California, United States",48,2007-07-01,101-250,Series D,Private,Late Stage Venture,2022-07-20,50000000.0,106500000.0,Series D,5,50000000.0,106500000.0,"8VC, Emergence Capital, Felicis, SV Angel, Salesforce Ventures",11.0,US,300000000.0,2007.0,San Francisco,United States,175.5,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Machine Learning, Apps, Delivery Service, Data Management, Energy",17.72753358339242,17.72753358339242,1094,19.519293035953808,18.483655552503425,18.483655552503425,5.173320876373351,6.9985096422506015
Runway,$10M to $50M,"Apps, Artificial Intelligence (AI), Generative AI, Machine Learning, Software, Video Editing","New York, New York, United States",63,2018-01-01,101-250,Series D,Private,Late Stage Venture,2025-04-03,308000000.0,544500000.0,Series D,7,308000000.0,544500000.0,"General Atlantic, NVIDIA, Google, Coatue, Lux Capital",21.0,US,49539900.48732612,2018.0,New York,United States,175.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Digital Entertainment, Apps",19.545610344184603,19.545610344184603,106,17.71828899347539,20.115378502173836,20.115378502173836,5.173320876373351,4.672828834461906
Apollo.io,$100M to $500M,"Lead Generation, Sales, Sales Automation, Software","San Francisco, California, United States",76,2015-04-16,501-1000,Series D,Private,Late Stage Venture,2023-08-29,100000000.0,251320000.0,Series D,6,100000000.0,251320000.0,"Y Combinator, Tribe Capital, Sequoia Capital, Nexus Venture Partners, SV Angel",18.0,US,300000000.0,2015.0,San Francisco,United States,750.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sales, Apps, Energy",18.420680753952364,18.420680753952364,689,19.519293035953808,19.34223758947801,19.34223758947801,6.622071209193029,6.536691597591305
Chainguard,$10M to $50M,"Cloud Security, Developer Tools, Enterprise Software, Open Source, Security","Kirkland, Washington, United States",126,2021-10-01,251-500,Series D,Private,Late Stage Venture,2025-04-23,356000000.0,612000000.0,Series D,5,356000000.0,612000000.0,"Sequoia Capital, Lightspeed Venture Partners, IVP, Kleiner Perkins, Spark Capital",24.0,US,30000000.0,2021.0,Kirkland,United States,375.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Developer Platform, Enterprise, Security",19.690441291625294,19.690441291625294,86,17.216707972959764,20.232242842110587,20.232242842110587,5.930918047239948,4.465908118654584
LambdaTest,$10M to $50M,"Cloud Infrastructure, Developer Tools, SaaS, Usability Testing","San Francisco, California, United States",185,2017-06-01,251-500,Series D,Private,Late Stage Venture,2024-12-10,38000000.0,108000000.0,Series D,7,38000000.0,108000000.0,"Peak XV Partners, Blume Ventures, Entrée Capital, Titanium Ventures, Avataar Venture Partners",15.0,US,30000000.0,2017.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"Developer Platform, Data Management, Family",17.453096744006448,17.453096744006448,220,17.216707972959764,18.497641794347754,18.497641794347754,5.930918047239948,5.3981627015177525
Horizon3.ai,$10M to $50M,"Artificial Intelligence (AI), Cyber Security, Enterprise Software, Machine Learning, Network Security","San Francisco, California, United States",272,2019-10-11,101-250,Series D,Private,Late Stage Venture,2025-05-22,100000000.0,178500000.0,Series D,5,100000000.0,178500000.0,"Craft Ventures, New Enterprise Associates, SignalFire, Ridge Ventures, 9Yards Capital",5.0,US,30000000.0,2019.0,San Francisco,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Enterprise, Security",18.420680753952364,18.420680753952364,57,17.216707972959764,19.00009916478621,19.00009916478621,5.173320876373351,4.060443010546419
Intercom,$100M to $500M,"CRM, Marketing Automation, SaaS, Sales Automation","San Francisco, California, United States",287,2011-08-01,501-1000,Series D,Private,Late Stage Venture,2018-03-27,125000000.0,240750000.0,Series D,7,125000000.0,240750000.0,"Bessemer Venture Partners, Index Ventures, Kleiner Perkins, ICONIQ Growth, 500 Global",32.0,US,300000000.0,2011.0,San Francisco,United States,750.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Sales, Family, Social Media Marketing, It Management",18.643824303266577,18.643824303266577,2670,19.519293035953808,19.299269612796195,19.299269612796195,6.622071209193029,7.890208213109961
Huntress,$100M to $500M,"Cyber Security, Information Technology, Security, Software","Columbia, Maryland, United States",436,2015-08-01,501-1000,Series D,Private,Late Stage Venture,2024-06-18,150000000.0,309760000.0,Series D,7,150000000.0,269760000.0,"Sapphire Ventures, Kleiner Perkins, JMI Equity, Forgepoint Capital, SaaS Ventures",13.0,US,300000000.0,2015.0,Columbia,United States,750.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Apps, Enterprise, Security",18.826145858727198,18.826145858727198,395,19.519293035953808,19.551308365280793,19.413043236484764,6.622071209193029,5.981414211254481
Everlaw,$50M to $100M,"Cloud Computing, Document Management, Legal, Legal Tech","Oakland, California, United States",624,2010-10-28,251-500,Series D,Private,Late Stage Venture,2021-11-02,202000000.0,298604995.0,Series D,6,202000000.0,298604995.0,"Andreessen Horowitz, Menlo Ventures, TPG Growth, Ulu Ventures, K9 Ventures",7.0,US,75000000.0,2010.0,Oakland,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,"Data Management, Family, Medical, It Management",19.123778260315973,19.123778260315973,1354,18.132998684833918,19.51463217434266,19.51463217434266,5.930918047239948,7.2115567333138015
Persona,$10M to $50M,"Cyber Security, Fraud Detection, Identity Management, Information Technology, SaaS","San Francisco, California, United States",627,2018-10-31,251-500,Series D,Private,Late Stage Venture,2025-04-30,200000000.0,417500000.0,Series D,5,200000000.0,417500000.0,"Bond, Founders Fund, Index Ventures, Kleiner Perkins, Coatue",16.0,US,27679626.44369873,2018.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Enterprise, Security, Family",19.11382792951231,19.11382792951231,79,17.136207229219217,19.849795104650394,19.849795104650394,5.930918047239948,4.382026634673881
PostHog,$1M to $10M,"Analytics, Developer Platform, Developer Tools, Open Source, Software Engineering","San Francisco, California, United States",677,2020-01-23,101-250,Series D,Private,Late Stage Venture,2025-06-09,70000000.0,107150000.0,Series D,6,70000000.0,107150000.0,"Y Combinator, SV Angel, 1984 Ventures, Stripe, Liquid 2 Ventures",12.0,US,5500000.0,2020.0,San Francisco,United States,175.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Developer Platform",18.064005814299346,18.064005814299346,39,15.520258832020865,18.48974028921657,18.48974028921657,5.173320876373351,3.6888794541139363
Abnormal AI,$100M to $500M,"Artificial Intelligence (AI), Cyber Security, Email, Information Technology, Network Security","Las Vegas, Nevada, United States",689,2018-04-01,1001-5000,Series D,Private,Late Stage Venture,2024-08-06,250000000.0,534000000.0,Series D,5,250000000.0,534000000.0,"Menlo Ventures, Wellington Management, Insight Partners, Greylock, Ballistic Ventures",8.0,US,300000000.0,2018.0,Las Vegas,United States,3000.5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Delivery Service, Enterprise, Security",19.33697147982652,19.33697147982652,346,19.519293035953808,20.09590639879713,20.09590639879713,8.006867442691897,5.849324779946859
Workboard,$1M to $10M,"Business Intelligence, Enterprise Software, SaaS, Software","Redwood City, California, United States",690,2013-02-11,101-250,Series D,Private,Late Stage Venture,2021-05-04,75000000.0,141550000.0,Series D,6,75000000.0,140050000.0,"Andreessen Horowitz, Floodgate, Workday Ventures, Crosslink Capital, SoftBank Vision Fund",15.0,US,5500000.0,2013.0,Redwood City,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Machine Learning, Apps, Enterprise, Family",18.132998684833918,18.132998684833918,1536,15.520258832020865,18.768163576586826,18.7575100668107,5.173320876373351,7.337587743538596
Kickstarter,$10M to $50M,"Content Creators, Crowdfunding, Finance, Funding Platform","Brooklyn, New York, United States",739,2007-01-01,51-100,Series D,Private,Late Stage Venture,2022-01-18,100000000.0,110000000.0,Series D,2,100000000.0,110000000.0,"Thrive Capital, Union Square Ventures, a16z crypto, Mercuri, Betaworks",23.0,US,30000000.0,2007.0,Brooklyn,United States,75.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finance, Digital Entertainment, Developer Platform, Family",18.420680753952364,18.420680753952364,1277,17.216707972959764,18.5159909328476,18.5159909328476,4.33729074083249,7.15305163493748
AMP,$1M to $10M,"Artificial Intelligence (AI), Machine Learning, Recycling, Robotics, Waste Management","Louisville, Colorado, United States",945,2015-01-01,101-250,Series D,Private,Late Stage Venture,2024-12-05,91000000.0,266067503.0,Series D,10,91000000.0,264465813.0,"National Science Foundation, Sequoia Capital, Valor Equity Partners, Wellington Management, Congruent Ventures",18.0,US,5500000.0,2015.0,Louisville,United States,175.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Machine Learning, Industrial Engineering, Energy, It Management",18.326370075470134,18.326370075470134,225,15.520258832020865,19.39926060898678,19.39322255327238,5.173320876373351,5.420534999272286
Nexar,Less than $1M,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Image Recognition, Sensor, Software, Transportation","New York, New York, United States",1004,2015-01-01,101-250,Series D,Private,Late Stage Venture,2021-11-17,53000000.0,149500000.0,Series D,7,53000000.0,149500000.0,"Valor Equity Partners, Slow Ventures, Samsung NEXT, Tusk Venture Partners, True Ventures",24.0,US,500000.0,2015.0,New York,United States,175.5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Travel, Industrial Engineering, Apps, Internet",17.78580249038432,17.78580249038432,1339,13.122365377402328,18.82280695748398,18.82280695748398,5.173320876373351,7.200424892944957
ControlUp,$1M to $10M,"Analytics, Enterprise Software, Information Technology, SaaS, Software, Virtualization","San Jose, California, United States",1059,2008-07-31,251-500,Series D,Private,Late Stage Venture,2021-11-10,100000000.0,140200000.0,Series D,4,100000000.0,140200000.0,"Jerusalem Venture Partners (JVP), K1 Investment Management",2.0,US,5500000.0,2008.0,San Jose,United States,375.5,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Machine Learning, Apps, Developer Platform, Enterprise, Family",18.420680753952364,18.420680753952364,1346,15.520258832020865,18.75858053969743,18.75858053969743,5.930918047239948,7.205635176410364
DuckDuckGo,$100M to $500M,"Internet, Privacy, Search Engine","Paoli, Pennsylvania, United States",1142,2008-02-29,251-500,Series D,Private,Late Stage Venture,2021-08-17,10350008.0,182350008.0,Series D,5,10350008.0,82350008.0,"HOF Capital, Quiet Capital, Union Square Ventures, Thrive Capital, OMERS Ventures",22.0,US,300000000.0,2008.0,Paoli,United States,375.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Internet, Security",16.15249794724049,16.15249794724049,1431,19.519293035953808,19.021438524574595,18.226489123877535,5.930918047239948,7.266827347520591
Viome,$1M to $10M,"Dietary Supplements, Health Care, Medical, Wellness","Bellevue, Washington, United States",1157,2016-10-01,101-250,Series D,Private,Late Stage Venture,2024-09-10,25000000.0,301004496.0,Series D,9,25000000.0,278004496.0,"Khosla Ventures, Better Health Group, Eastward Capital Partners, Veronorte, Bold Capital Partners",14.0,US,5500000.0,2016.0,Bellevue,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Health Insurance, Medical, Catering",17.034386422832473,17.034386422832473,311,15.520258832020865,19.52263576280088,19.44314784778307,5.173320876373351,5.7430031878094825
Dashlane,$10M to $50M,"Identity Management, Privacy, Security, Software","New York, New York, United States",1442,2009-07-06,251-500,Series D,Private,Late Stage Venture,2019-05-30,110000000.0,210900000.0,Series D,10,110000000.0,162400000.0,"Sequoia Capital, Bessemer Venture Partners, FirstMark, TransUnion, Hercules Capital",11.0,US,30000000.0,2009.0,New York,United States,375.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Apps, Enterprise, Security",18.5159909328476,18.5159909328476,2241,17.216707972959764,19.166894650190585,18.905572991849485,5.930918047239948,7.715123603632105
Papaya Global,$100M to $500M,"Data Integration, Employment, FinTech, Human Resources, Recruiting, SaaS","New York, New York, United States",1528,2016-04-01,501-1000,Series D,Private,Late Stage Venture,2021-09-11,250000000.0,444500000.0,Series D,8,250000000.0,439500000.0,"Bessemer Venture Partners, Insight Partners, IVP, Google for Startups, Greenoaks",17.0,US,300000000.0,2016.0,New York,United States,750.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"Industrial Engineering, Data Management, Family, Education, It Management",19.33697147982652,19.33697147982652,1406,19.519293035953808,19.91246061516795,19.90114827736482,6.622071209193029,7.249215057114389
Element Biosciences,$50M to $100M,"Biotechnology, Genetics, Health Diagnostics, Life Science","San Diego, California, United States",1532,2017-07-18,251-500,Series D,Private,Late Stage Venture,2024-07-11,277000000.0,678000000.0,Series D,5,277000000.0,678000000.0,"Wellington Management, Venrock, Samsung Electronics, RA Capital Management, Meritech Capital Partners",14.0,US,75000000.0,2017.0,San Diego,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Family, Medical",19.43952806776172,19.43952806776172,372,18.132998684833918,20.334657847379596,20.334657847379596,5.930918047239948,5.921578419643816
CleverTap,$100M to $500M,"Analytics, Marketing Automation, Mobile, Real Time, SaaS","San Francisco, California, United States",1582,2013-05-24,501-1000,Series D,Private,Late Stage Venture,2022-08-09,105000000.0,181600000.0,Series D,6,105000000.0,181600000.0,"Accel, Peak XV Partners, La Caisse, 360 ONE Asset, Tiger Global Management",8.0,US,300000000.0,2013.0,San Francisco,United States,750.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Machine Learning, Digital Entertainment, Apps, Family, Social Media Marketing",18.46947091764561,18.46947091764561,1074,19.519293035953808,19.017317029638075,19.017317029638075,6.622071209193029,6.980075940561763
Simpplr,$1M to $10M,"Collaboration, Enterprise Software, Human Resources, Information Technology, Software","Redwood City, California, United States",1604,2014-07-15,251-500,Series D,Private,Late Stage Venture,2023-05-02,70000000.0,131100000.0,Series D,6,70000000.0,131100000.0,"Norwest Venture Partners, Tola Capital, Sapphire Ventures, Salesforce Ventures, Still Venture Capital",6.0,US,5500000.0,2014.0,Redwood City,United States,375.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Digital Entertainment, Apps, Enterprise, It Management",18.064005814299346,18.064005814299346,808,15.520258832020865,18.691470956361695,18.691470956361695,5.930918047239948,6.695798917058491
