Organization Name,Organization Name URL,Estimated Revenue Range,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Number of Lead Investors,Website,Founders,Number of Founders,Region
ezCater,https://www.crunchbase.com/organization/ezcater,,"Catering, Food and Beverage, Hospitality, Marketplace","Boston, Massachusetts, United States",EzCater is an online catering marketplace that allows individuals to order food from local caterers.,8400,1-Aug-07,day,501-1000,Series D,Private,Late Stage Venture,15-Dec-21,100000000,USD,100000000,420789999,USD,420789999,Series D,11,100000000,USD,100000000,420789999,USD,420789999,"Wellington Management, Insight Partners, Lightspeed Venture Partners, ICONIQ Growth, SoftBank Vision Fund",24,6,http://www.ezcater.com,"Briscoe Rodgers, Stefania Mallett",2,US
Levitate,https://www.crunchbase.com/organization/real-magic,$10M to $50M,"Contact Management, CRM, Email, Email Marketing, SaaS","Raleigh, North Carolina, United States",Levitate develops a relationship marketing platform that provides communication tools and an AI dashboard.,8673,5-Oct-17,day,51-100,Series D,Private,Late Stage Venture,8-Aug-24,15000000,USD,15000000,55000000,USD,55000000,Series D,6,15000000,USD,15000000,55000000,USD,55000000,"Protagonist, Bull City Venture Partners, Triangle Tweener Fund, Harbert Growth Partners, Northwestern Mutual Future Ventures",13,4,https://levitate.ai,Jesse Lipson,1,US
Netradyne,https://www.crunchbase.com/organization/netradyne,$1M to $10M,"Analytics, Artificial Intelligence (AI), Fleet Management, Location Based Services, Machine Learning","San Diego, California, United States",Netradyne engages in improving fleet safety through computer vision and in-depth data analysis.,8784,24-Sep-15,day,501-1000,Series D,Private,Late Stage Venture,16-Jan-25,90000000,USD,90000000,352520546,USD,352520546,Series D,6,90000000,USD,90000000,287520546,USD,287520546,"Geodesic Capital, SoftBank Vision Fund, Reliance Industries, Pavilion Capital, Point72 Ventures",9,6,http://www.netradyne.com,"Avneesh Agrawal, David Julian",2,US
Yieldstreet,https://www.crunchbase.com/organization/yieldstreet,$100M to $500M,"Finance, Financial Services, FinTech, Wealth Management","New York, New York, United States",Yieldstreet is an alternative investment platform that provides retail investors access to income-generating investment products.,8809,5-Jan-15,day,101-250,Series D,Private,Late Stage Venture,2-Jun-25,45000000,USD,45000000,839697463,USD,839697463,Series D,11,45000000,USD,45000000,339697463,USD,339697463,"Gaingels, Monroe Capital, FJ Labs, Edison Partners, JP Morgan",18,9,https://www.yieldstreet.com,"Dennis Shields, Michael Weisz, Milind Mehere",3,US
Formation Bio,https://www.crunchbase.com/organization/trialspark,,"Artificial Intelligence (AI), Biotechnology, Clinical Trials, Health Care, Medical, Pharmaceutical","New York, New York, United States",Formation Bio is a drug development company that strives to provide treatments to patients faster by reimagining clinical trials.,8934,1-Jun-13,month,101-250,Series D,Private,Late Stage Venture,26-Jun-24,372000000,USD,372000000,528000000,USD,528000000,Series D,4,372000000,USD,372000000,528000000,USD,528000000,"Andreessen Horowitz, Sequoia Capital, Sanofi, Spark Capital, Felicis",19,3,https://www.formation.bio/,"Benjamine Liu, Kit Dobyns, Linhao Zhang",3,US
Hireology,https://www.crunchbase.com/organization/hireology,$10M to $50M,"Human Resources, Identity Management, Recruiting, SaaS, Software","Chicago, Illinois, United States",Hireology is a staffing and hiring platform for the franchise and retail-automotive industries.,9142,1-Jul-10,day,101-250,Series D,Private,Late Stage Venture,15-Apr-19,27000000,USD,27000000,59541777,USD,59541777,Series D,7,27000000,USD,27000000,59541777,USD,59541777,"Bain Capital Ventures, Lightbank, Blue Cloud Ventures, Baird Capital, Silicon Valley Bank",6,3,http://www.hireology.com,"Adam Robinson, Jeff Ellman, Michael Krasman",3,US
Clarify Health Solutions,https://www.crunchbase.com/organization/clarify-health-solutions,$10M to $50M,"Analytics, Artificial Intelligence (AI), Health Care, Management Information Systems, Medical","San Francisco, California, United States",Clarify Health Solutions develops an intelligence platform that delivers insights across healthcare.,9647,15-Nov-15,day,101-250,Series D,Private,Late Stage Venture,5-Apr-22,150000000,USD,150000000,327998000,USD,327998000,Series D,4,150000000,USD,150000000,327998000,USD,327998000,"BlackRock, Insight Partners, Spark Capital, SoftBank Vision Fund, Kohlberg Kravis Roberts",15,7,http://www.clarifyhealth.com,"Jean Drouin, Todd Gottula",2,US
Electric,https://www.crunchbase.com/organization/electric,$100M to $500M,"Information Technology, Network Security, SaaS, Technical Support","New York, New York, United States",Electric manages IT and real-time IT support for the team through a centralized SaaS app.,9811,1-Sep-16,day,101-250,Series D,Private,Late Stage Venture,29-Mar-22,23350001,USD,23350001,212100001,USD,212100001,Series D,9,23350001,USD,23350001,212100001,USD,212100001,"Bessemer Venture Partners, Everywhere Ventures, Primary Venture Partners, 01 Advisors, Bowery Capital",21,8,https://www.electric.ai,Ryan Denehy,1,US
Anitian,https://www.crunchbase.com/organization/anitian,$50M to $100M,"Cloud Security, Compliance, DevOps, SaaS","Beaverton, Oregon, United States",Delivering the fastest path to security and compliance in the cloud.,9906,10-Oct-95,day,51-100,Series D,Private,Late Stage Venture,20-Nov-24,7000000,USD,7000000,76000000,USD,76000000,Series D,4,7000000,USD,7000000,76000000,USD,76000000,"Forgepoint Capital, Sageview Capital",2,2,https://www.anitian.com,Andrew Plato,1,US
Pie Insurance,https://www.crunchbase.com/organization/pie-insurance,$1M to $10M,"Financial Services, Insurance, InsurTech, Small and Medium Businesses","Denver, Colorado, United States",Pie Insurance is an insurance company specializing in small business.,9923,1-May-17,day,251-500,Series D,Private,Late Stage Venture,21-Sep-22,315000000,USD,315000000,621000000,USD,621000000,Series D,6,315000000,USD,315000000,621000000,USD,621000000,"Gaingels, Greycroft, Acrew Capital, Four Cities Capital, Centerbridge Partners",17,6,https://pieinsurance.com,"Dax Craig, John Swigart",2,US
NeuSpera Medical,https://www.crunchbase.com/organization/neuspera-medica,$10M to $50M,"Machinery Manufacturing, Medical Device, Product Design","San Jose, California, United States","NeuSpera Medical is a manufacturing firm that designs, manufactures, and sells implantable neuromodulation medical devices.",10278,3-Dec-13,day,11-50,Series D,Private,Late Stage Venture,15-Jul-24,23000000,USD,23000000,134888888,USD,134888888,Series D,6,23000000,USD,23000000,134888888,USD,134888888,"Alumni Ventures, Vertex Ventures HC, Treo Ventures, 6 Dimensions Capital, Olympus",9,4,https://neuspera.com,Alexander Yeh,1,US
Heal,https://www.crunchbase.com/organization/heal,$10M to $50M,"Apps, Health Care, Health Diagnostics, Home Health Care, Personal Health, Primary and Urgent Care","Los Angeles, California, United States","Heal is an in-home primary care practice that offers modern doctor house calls, one-touch telemedicine and remote monitoring for seniors.",10682,1-Oct-14,day,251-500,Series D,Private,Late Stage Venture,29-Jul-20,100000000,USD,100000000,164100000,USD,164100000,Series D,10,100000000,USD,100000000,164100000,USD,164100000,"Plug and Play, Alumni Ventures, Slow Ventures, Humana, Fidelity",35,3,https://www.heal.com/,"Charles E. Moore, Greg Drobnick, Jason Shafton, Mike Wortsman, Nick Desai, Renee Dua",6,US
Thunes,https://www.crunchbase.com/organization/thunes,$10M to $50M,"Financial Services, FinTech, Mobile Payments, Payments","Singapore, Central Region, Singapore",Thunes provides a global payments infrastructure that enables businesses and financial to send and receive funds in various currencies.,524,1-Jan-16,year,251-500,Series D,Private,Late Stage Venture,28-Apr-25,150000000,USD,150000000,352000000,USD,352000000,Series D,6,150000000,USD,150000000,352000000,USD,352000000,"Checkout.com, Bessemer Venture Partners, Insight Partners, Vitruvian Partners, Endeavor Catalyst",15,6,https://www.thunes.com,"Eric Barbier, Peter Caluwe",2,ASIAN
Xendit,https://www.crunchbase.com/organization/xendit,$100M to $500M,"Finance, Financial Services, FinTech, Payments, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia","Xendit is a fintech company that provides end-to-end digital payment solutions for SMBs, e-commerce startups, and large enterprises.",3740,1-Jan-14,year,501-1000,Series D,Private,Late Stage Venture,19-May-22,300000000,USD,300000000,534720000,USD,534720000,Series D,6,300000000,USD,300000000,534720000,USD,534720000,"Y Combinator, Accel, Insight Partners, Kleiner Perkins, Coatue",21,6,http://www.xendit.co,"Bo Chen, Moses Lo, Tessa Wijaya",3,ASIAN
Kredivo Group,https://www.crunchbase.com/organization/finaccel,$100M to $500M,"Consumer Lending, Finance, Financial Services, FinTech","Singapore, Central Region, Singapore","Kredivo Group offers digital financial services through its brands Kredivo, KrediFazz, and Krom.",6750,1-Jan-15,year,501-1000,Series D,Private,Late Stage Venture,22-Mar-23,270000000,USD,270000000,750000000,USD,750000000,Series D,10,270000000,USD,270000000,530000000,USD,530000000,"Endeavor Catalyst, 500 Global, Cathay Innovation, Bossa Invest, Alpha JWC Ventures",28,10,https://kredivocorp.com,"Akshay Garg, Alie Tan, Umang Rustagi",3,ASIAN
Halodoc,https://www.crunchbase.com/organization/halodoc,$10M to $50M,"Health Care, InsurTech, Medical, Mobile Apps, Pharmaceutical","Jakarta, Jakarta Raya, Indonesia","Halodoc is a health-tech platform that connects patients with doctors, insurance, labs, and pharmacies.",11237,1-Jan-16,year,501-1000,Series D,Private,Late Stage Venture,28-Jul-23,100000000,USD,100000000,245000000,USD,245000000,Series D,7,100000000,USD,100000000,245000000,USD,245000000,"Temasek Holdings, Bill & Melinda Gates Foundation, Argor Capital, Prudential Financial, UOB Venture",25,5,https://www.halodoc.com/,"Doddy Lukito, Jonathan Sudharta",2,ASIAN
Ascend Money,https://www.crunchbase.com/organization/ascend-money,$100M to $500M,"Business Development, Financial Services, FinTech, Micro Lending, Payments","Bangkok, Krung Thep, Thailand",Ascend Money is a fintech startup company that delivers e-payment and micro-lending products.,11290,1-Jan-15,year,501-1000,Series D,Private,Late Stage Venture,26-Jun-24,195000000,USD,195000000,345000000,USD,345000000,Series D,2,195000000,USD,195000000,345000000,USD,345000000,"MUFG Bank, Ant Group, Krungsri Finnovate, Charoen Pokphand Group, Bow Wave Capital Management",5,2,https://www.ascendmoneygroup.com,Suphachai Chearavanont,1,ASIAN
Glints,https://www.crunchbase.com/organization/glints,$100M to $500M,"Employment, Human Resources, Online Portals, Recruiting","Singapore, Central Region, Singapore",Glints is Southeast Asia’s largest talent platform for career development and recruitment.,19935,1-Jan-13,year,251-500,Series D,Private,Late Stage Venture,29-Aug-22,50000000,USD,50000000,82248221,USD,82248221,Series D,10,50000000,USD,50000000,82248221,USD,82248221,"500 Global, Endeavor Catalyst, Bossa Invest, MindWorks Capital, East Ventures",25,9,https://glints.com/,"Oswald Yeo Hexiang, Qin En Looi, Steve Anderson Sutanto, Ying Cong Seah, Yong Jie Wong",5,ASIAN
Pomelo Fashion,https://www.crunchbase.com/organization/pomelo,$1M to $10M,"E-Commerce, Fashion, Women's","Bangkok, Krung Thep, Thailand",Pomelo Fashion is an international online fashion store for women.,21509,1-Jan-13,year,501-1000,Series D,Private,Late Stage Venture,9-Jan-23,3900000,USD,3900000,124500000,USD,124500000,Series D,9,3900000,USD,3900000,124500000,USD,124500000,"500 Global, InnoVen Capital, InterVest Co., Jungle Ventures, JD.com",22,4,http://www.pomelofashion.com/en/,"Casey Liang, David Jou",2,ASIAN
ZEGOCLOUD,https://www.crunchbase.com/organization/zego-2bef,$100M to $500M,"Collaboration, Internet, Metaverse, Video, Video Conferencing","Singapore, Central Region, Singapore","Video, Voice & Chat API for Real-Time Interaction and Real-Time Communication.",27793,1-Jan-15,year,501-1000,Series D,Private,Late Stage Venture,1-Jan-22,102000000,USD,102000000,171500000,USD,171500000,Series D,4,102000000,USD,102000000,171500000,USD,171500000,"Qiming Venture Partners, Tencent, IDG Capital",3,3,https://www.zegocloud.com,Youyao Lin,1,ASIAN
StashAway,https://www.crunchbase.com/organization/stashaway,$10M to $50M,"Apps, Finance, Financial Services, Mobile Apps, Personal Finance, Podcast, Wealth Management","Singapore, Central Region, Singapore",StashAway is a wealth management platform that delivers personalized portfolio management to both retail and accredited investors.,34739,1-Jan-16,year,101-250,Series D,Private,Late Stage Venture,12-Sep-22,12670000,USD,12670000,73654125,USD,73654125,Series D,7,12670000,USD,12670000,73654125,USD,73654125,"Peak XV Partners, Hamilton Lane, Square Peg Capital, Eight Roads Ventures, Fidelity International",10,5,https://www.stashaway.sg/,"Freddy Lim, Michele Ferrario, Nino Ulsamer",3,ASIAN
MatchMove Pay,https://www.crunchbase.com/organization/matchmove-pay,$10M to $50M,"Cloud Computing, E-Commerce, Financial Services, FinTech, Information Technology, Payments","Singapore, Central Region, Singapore",MatchMove Pay is a financial technology company that offers innovative enterprise payments solutions.,93140,1-Jan-09,year,101-250,Series D,Private,Late Stage Venture,10-Jun-21,100000000,USD,100000000,183376000,USD,183376000,Series D,12,100000000,USD,100000000,183376000,USD,183376000,"NTT DOCOMO Ventures, SAP.iO, Vickers Venture Partners, Singapura Finance, Credit Saison",8,8,https://matchmove.com,"Hsueh Huah Leow, Shailesh Naik",2,ASIAN
aCommerce,https://www.crunchbase.com/organization/acommerce,$1M to $10M,"E-Commerce, Information Technology, Internet, Logistics","Bangkok, Krung Thep, Thailand",aCommerce is an e-Commerce enabler that provides end-to-end solutions for brands.,117937,1-Jan-13,year,501-1000,Series D,Private,Late Stage Venture,14-Jan-20,15000000,USD,15000000,118800000,USD,118800000,Series D,8,15000000,USD,15000000,118800000,USD,118800000,"NTT DOCOMO Ventures, CyberAgent Capital, Kohlberg Kravis Roberts, MDI Ventures, January Capital",19,7,http://www.acommerce.asia,"Paul Srivorakul, Peter Kopitz",2,ASIAN
The Parentinc,https://www.crunchbase.com/organization/tickled-media-pte-ltd,,"Apps, Brand Marketing, Communities, Consumer Goods, Content, E-Commerce, Publishing","Singapore, Central Region, Singapore",The Parentinc is a tech company and digital publishing house that focuses on content and community platforms women.,140296,1-Jan-09,year,251-500,Series D,Private,Late Stage Venture,6-Apr-22,22000000,USD,22000000,37319438,USD,37319438,Series D,8,22000000,USD,22000000,37319438,USD,37319438,"Vertex Ventures, DBS Bank, Vertex Ventures China, JD.com, East Ventures",16,6,http://www.theparentinc.com,"Roshni Cheung, Roshni Mahtani",2,ASIAN
Juniper Square,https://www.crunchbase.com/organization/juniper-square,$10M to $50M,"Asset Management, Financial Services, FinTech, Software","San Francisco, California, United States",Juniper Square provides software and fund administration services that streamline collaboration and communication between GPs and LPs.,163,1-Jan-14,year,501-1000,Series D,Private,Late Stage Venture,16-Jun-25,130000000,USD,130000000,371000000,USD,371000000,Series D,6,130000000,USD,130000000,371000000,USD,371000000,"Blue Owl, Felicis, Fifth Wall, Ribbit Capital, Redpoint",15,4,https://www.junipersquare.com,"Adam Ginsburg, Alex Robinson, Yonas Fisseha",3,US
